simulation,direct_pct,indirect_pct,total_direct_hrs,total_indirect_hrs
382,79.298019590818,20.701980409182,222668.83901101694,58131.16098898306
383,79.95693021767975,20.043069782320245,224519.06005124474,56280.939948755244
384,78.3207720967942,21.6792279032058,219924.72804779813,60875.27195220189
385,80.06493320992118,19.93506679007882,224822.33245345863,55977.66754654133
386,81.08625750401353,18.91374249598647,227690.21107126997,53109.78892873002
387,79.94565764729073,20.05434235270927,224487.40667359237,56312.59332640762
388,78.08430540267905,21.91569459732095,219260.72957072276,61539.27042927725
389,79.79965701820672,20.200342981793284,224077.43690712444,56722.56309287558
390,81.05479229302581,18.945207706974188,227601.8567588165,53198.14324118351
391,78.34793734302458,21.652062656975417,220001.00805921303,60798.991940786975
392,79.19866311640595,20.801336883594047,222389.84603086792,58410.153969132094
393,80.76002032137323,19.239979678626767,226774.13706241606,54025.86293758392
394,78.94995745532984,21.050042544670163,221691.48053456616,59108.51946543386
395,79.0613338871608,20.9386661128392,222004.22555514754,58795.77444485243
396,79.72717087910718,20.272829120892823,223873.89582853296,56926.104171467035
397,79.73411192635612,20.26588807364388,223893.386289208,56906.61371079199
398,80.57652126644832,19.423478733551676,226258.87171618687,54541.12828381314
399,79.13661049092032,20.86338950907968,222215.60225850428,58584.397741495704
400,78.23671777560025,21.763282224399745,219688.7035138855,61111.29648611451
401,77.77101084790348,22.228989152096517,218380.99846091296,62419.001539087025
402,80.63941161014733,19.360588389852666,226435.46780129374,54364.53219870626
403,80.4408194298744,19.559180570125605,225877.82095908732,54922.179040912684
